,wals_code,iso_code,glottocode,Name,latitude,longitude,genus,family,macroarea,countrycodes,1A Consonant Inventories,2A Vowel Quality Inventories,3A Consonant-Vowel Ratio,4A Voicing in Plosives and Fricatives,5A Voicing and Gaps in Plosive Systems,6A Uvular Consonants,7A Glottalized Consonants,8A Lateral Consonants,9A The Velar Nasal,10A Vowel Nasalization,11A Front Rounded Vowels,12A Syllable Structure,13A Tone,14A Fixed Stress Locations,15A Weight-Sensitive Stress,16A Weight Factors in Weight-Sensitive Stress Systems,17A Rhythm Types,18A Absence of Common Consonants,19A Presence of Uncommon Consonants,20A Fusion of Selected Inflectional Formatives,21A Exponence of Selected Inflectional Formatives,22A Inflectional Synthesis of the Verb,23A Locus of Marking in the Clause,24A Locus of Marking in Possessive Noun Phrases,25A Locus of Marking: Whole-language Typology,26A Prefixing vs. Suffixing in Inflectional Morphology,27A Reduplication,28A Case Syncretism,29A Syncretism in Verbal Person/Number Marking,30A Number of Genders,31A Sex-based and Non-sex-based Gender Systems,32A Systems of Gender Assignment,33A Coding of Nominal Plurality,34A Occurrence of Nominal Plurality,35A Plurality in Independent Personal Pronouns,36A The Associative Plural,37A Definite Articles,38A Indefinite Articles,39A Inclusive/Exclusive Distinction in Independent Pronouns,40A Inclusive/Exclusive Distinction in Verbal Inflection,41A Distance Contrasts in Demonstratives,42A Pronominal and Adnominal Demonstratives,43A Third Person Pronouns and Demonstratives,44A Gender Distinctions in Independent Personal Pronouns,45A Politeness Distinctions in Pronouns,46A Indefinite Pronouns,47A Intensifiers and Reflexive Pronouns,48A Person Marking on Adpositions,49A Number of Cases,50A Asymmetrical Case-Marking,51A Position of Case Affixes,52A Comitatives and Instrumentals,53A Ordinal Numerals,54A Distributive Numerals,55A Numeral Classifiers,56A Conjunctions and Universal Quantifiers,57A Position of Pronominal Possessive Affixes,58A Obligatory Possessive Inflection,59A Possessive Classification,"60A Genitives, Adjectives and Relative Clauses",61A Adjectives without Nouns,62A Action Nominal Constructions,63A Noun Phrase Conjunction,64A Nominal and Verbal Conjunction,65A Perfective/Imperfective Aspect,66A The Past Tense,67A The Future Tense,68A The Perfect,69A Position of Tense-Aspect Affixes,70A The Morphological Imperative,71A The Prohibitive,72A Imperative-Hortative Systems,73A The Optative,74A Situational Possibility,75A Epistemic Possibility,76A Overlap between Situational and Epistemic Modal Marking,77A Semantic Distinctions of Evidentiality,78A Coding of Evidentiality,79A Suppletion According to Tense and Aspect,80A Verbal Number and Suppletion,"81A Order of Subject, Object and Verb",82A Order of Subject and Verb,83A Order of Object and Verb,"84A Order of Object, Oblique, and Verb",85A Order of Adposition and Noun Phrase,86A Order of Genitive and Noun,87A Order of Adjective and Noun,88A Order of Demonstrative and Noun,89A Order of Numeral and Noun,90A Order of Relative Clause and Noun,91A Order of Degree Word and Adjective,92A Position of Polar Question Particles,93A Position of Interrogative Phrases in Content Questions,94A Order of Adverbial Subordinator and Clause,95A Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,96A Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,97A Relationship between the Order of Object and Verb and the Order of Adjective and Noun,98A Alignment of Case Marking of Full Noun Phrases,99A Alignment of Case Marking of Pronouns,100A Alignment of Verbal Person Marking,101A Expression of Pronominal Subjects,102A Verbal Person Marking,103A Third Person Zero of Verbal Person Marking,104A Order of Person Markers on the Verb,105A Ditransitive Constructions: The Verb 'Give',106A Reciprocal Constructions,107A Passive Constructions,108A Antipassive Constructions,109A Applicative Constructions,110A Periphrastic Causative Constructions,111A Nonperiphrastic Causative Constructions,112A Negative Morphemes,113A Symmetric and Asymmetric Standard Negation,114A Subtypes of Asymmetric Standard Negation,115A Negative Indefinite Pronouns and Predicate Negation,116A Polar Questions,117A Predicative Possession,118A Predicative Adjectives,119A Nominal and Locational Predication,120A Zero Copula for Predicate Nominals,121A Comparative Constructions,122A Relativization on Subjects,123A Relativization on Obliques,124A 'Want' Complement Subjects,125A Purpose Clauses,126A 'When' Clauses,127A Reason Clauses,128A Utterance Complement Clauses,129A Hand and Arm,130A Finger and Hand,131A Numeral Bases,132A Number of Non-Derived Basic Colour Categories,133A Number of Basic Colour Categories,134A Green and Blue,135A Red and Yellow,136A M-T Pronouns,137A N-M Pronouns,138A Tea,139A Irregular Negatives in Sign Languages,140A Question Particles in Sign Languages,141A Writing Systems,142A Para-Linguistic Usages of Clicks,143F Postverbal Negative Morphemes,90B Prenominal relative clauses,144Y The Position of Negative Morphemes in Object-Initial Languages,90C Postnominal relative clauses,144P NegSOV Order,144J SVNegO Order,144N Obligatory Double Negation in SOV languages,144S SOVNeg Order,144X Verb-Initial with Clause-Final Negative,"144A Position of Negative Word With Respect to Subject, Object, and Verb",90G Double-headed relative clauses,90E Correlative relative clauses,144V Verb-Initial with Preverbal Negative,144I SNegVO Order,144R SONegV Order,143B Obligatory Double Negation,144M Multiple Negative Constructions in SOV Languages,144U Double negation in verb-initial languages,144G Optional Double Negation in SVO languages,144K SVONeg Order,144B Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,144F Obligatory Double Negation in SVO languages,90D Internally-headed relative clauses,144E Multiple Negative Constructions in SVO Languages,144D The Position of Negative Morphemes in SVO Languages,"81B Languages with two Dominant Orders of Subject, Object, and Verb",143E Preverbal Negative Morphemes,143C Optional Double Negation,90F Adjoined relative clauses,143A Order of Negative Morpheme and Verb,144W Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object,144O Optional Double Negation in SOV languages,144Q SNegOV Order,144L The Position of Negative Morphemes in SOV Languages,144H NegSVO Order,144C Languages with different word order in negative clauses,144T The Position of Negative Morphemes in Verb-Initial Languages,143G Minor morphological means of signaling negation,143D Optional Triple Negation,39B Inclusive/Exclusive Forms in Pama-Nyungan,137B M in Second Person Singular,136B M in First Person Singular,109B Other Roles of Applied Objects,10B Nasal Vowels in West Africa,25B Zero Marking of A and P Arguments,21B Exponence of Tense-Aspect-Mood Inflection,108B Productivity of the Antipassive Construction,130B Cultural Categories of Languages with Identity of 'Finger' and 'Hand',58B Number of Possessive Nouns,79B Suppletion in Imperatives and Hortatives,mgpt,bloom,mt5
419,cch,coz,choc1279,Chocho,17.6666666667,-97.4166666667,Popolocan,Oto-Manguean,North America,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Interrogative-based,,,,,,1 Identity,"6 First, two-th, three-th",,,,,,,,,,,2 Differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 No predicate negation,,,,,,,,,2 Subject is expressed overtly,,,,,1 Identical,2 Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
420,cck,cic,chic1270,Chickasaw,34.0,-88.0,Muskogean,Muskogean,North America,US,2 Moderately small,1 Small (2-4),4 Moderately high,2 In plosives alone,1 Other,1 None,1 No glottalized consonants,4 /l/ and lateral obstruent,,,1 None,2 Moderately complex,1 No tones,,,,,1 All present,1 None,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Identical,2 Different,,,,,,,,,,,,3 Other or none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
421,ccm,cco,coma1246,Chinantec (Comaltepec),17.5833333333,-96.4166666667,Chinantecan,Oto-Manguean,North America,MX,,,,,,,,,1 Initial velar nasal,,,,,,,,,,,,,,,,,6 Strong prefixing,,,,,,,7 Plural word,,,,1 Definite word distinct from demonstrative,2 Indefinite word same as 'one',,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,3 Prefixes and suffixes,,,,,,,,,,,,4 Mixed type,4 Second person number-neutral,3 Special imperative + normal negative,,,,,,2 Indirect only,2 Verbal affix or clitic,,,3 VSO,2 VS,2 VO,1 VOX,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,1 Numeral-Noun,1 Noun-Relative clause,3 No dominant order,1 Initial,1 Initial interrogative phrase,1 Initial subordinator word,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,,,,,,,,,,,,,1 Negative affix,,,,1 Question particle,,1 Verbal encoding,1 Different,1 Impossible,,,,,,,,,,,,,,,,,,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,,,,4 No clause-final neg,20 MorphNeg,,,"2 Prefix, no double negation	Prefix&NoDoubleNeg",,,,,,,,,,,,,,2 [Neg-V],,,3 [Neg-V],6 None,,,,,,8 [Neg-V]SO,4 None,,,,,,,,,,,,,False,False,False
422,cco,,tutu1242,Chasta Costa,42.6666666667,-124.0,Athapaskan,Na-Dene,North America,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Indirect only,2 Verbal affix or clitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
423,ccp,coc,coco1261,Cocopa,32.3333333333,-115.0,Yuman,Hokan,North America,MX US,3 Average,1 Small (2-4),4 Moderately high,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,4 /l/ and lateral obstruent,3 No velar nasal,2 Contrast absent,1 None,3 Complex,1 No tones,7 Ultimate,,,,1 All present,1 None,1 Exclusively concatenative,1 Monoexponential case,,3 Double marking,1 Head marking,5 Inconsistent or other,,2 Full reduplication only,4 No syncretism,3 Not syncretic,1 None,1 No gender,1 No gender,,"3 Only human nouns, obligatory",2 Number-indifferent pronouns,,,,,,,,,,,,,,,,,1 Identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Verbal encoding,2 Identical,1 Impossible,,,,,,,,,1 Identical,1 Identical,,,,,,,,2 Words derived from Min Nan Chinese te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Farmer-foragers,,,False,False,False
424,cct,cho,choc1276,Choctaw,32.25,-88.5,Muskogean,Muskogean,North America,US,,,,,,,,,3 No velar nasal,,,,,1 No fixed stress,5 Unbounded: Stress can be anywhere,4 Long vowel or coda consonant,2 Iambic,,,,,,,,,4 Equal prefixing and suffixing,1 Productive full and partial reduplication,,,,,,9 No plural,,,,,,,,,,,,,,,,,,6 Postpositional clitics,,,,1 Absent,,1 Possessive prefixes,,,,,,1 'And' different from 'with',,,,,,2 Tense-aspect suffixes,,,,,,,,2 Indirect only,2 Verbal affix or clitic,,,1 SOV,1 SV,1 OV,3 XOV,1 Postpositions,1 Genitive-Noun,4 Only internally-headed relative clauses,2 Noun-Demonstrative,2 Noun-Numeral,3 Internally headed,2 Adjective-Degree word,2 Final,2 Not initial interrogative phrase,4 Subordinating suffix,1 OV and Postpositions,5 Other,5 Other,,,,2 Subject affixes on verb,,,,1 Indirect-object construction,,,2 Oblique patient,,,2 Morphological but no compound,1 Negative affix,,,,1 Question particle,3 Topic,1 Verbal encoding,1 Different,1 Impossible,,,,,,,,,2 Different,2 Different,,,,,,,,,,,,,2 [V-Neg],,,,4 No NegSOV,,,2 Suffix&NoDoubleNeg,,20 MorphNeg,,,,,8 No SONegV,,,,,,,,1 Internally-headed relative clause dominant,,,,4 None,,,4 [V-Neg],,,4 No SNegOV,6 SO[V-Neg],,,,4 None,,,,,,,,,3 not productive,,,,False,False,False
425,cde,mch,maqu1238,Carib (De'kwana),5.5,-65.0,Cariban,Cariban,South America,VR,,,,,,,,,,,,,,,,,,,,,,,,,,4 Equal prefixing and suffixing,,,,,,,2 Plural suffix,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,1 Possessive prefixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,5 OVX,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,1 Demonstrative-Noun,1 Numeral-Noun,1 Noun-Relative clause,,,1 Initial interrogative phrase,,1 OV and Postpositions,2 OV and NRel,2 OV and NAdj,,,,2 Subject affixes on verb,,,,,,,,,,,1 Negative affix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 [V-Neg],,,1 Noun-Relative clause (NRel) dominant,4 No NegSOV,,,2 Suffix&NoDoubleNeg,,20 MorphNeg,,,,,8 No SONegV,,,,,,,,,,,,4 None,,,4 [V-Neg],,,4 No SNegOV,6 SO[V-Neg],,,,4 None,,,,,,,,,,,,,False,False,False
426,cea,csw,swam1239,Cree (Swampy),56.0,-90.0,Algonquian,Algic,North America,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 No dominant order,3 No dominant order,2 VO,6 No dominant order,,,,1 Demonstrative-Noun,,,,3 Second position,,,3 VO and Postpositions,,,1 Neutral,1 Neutral,,3 Subject clitics on variable host,,,,,2 Distinct from reflexive,,,,,,2 Negative particle,,,,1 Question particle,,,,,,,,,,,,,,,,5 5,2 4.5-5.5,6 Yellow/green vs. blue,4 Yellow/green vs. red,,,,,,,,4 None,,,,,,,,,21 Other,,,,,,,,,,,3 Immed preverbal,,,,,,1 NegV,,,1 NegV,,,,,,,,4 None,,,,,,,,,,,,,False,False,False
427,ceb,ceb,cebu1242,Cebuano,10.0,124.0,Greater Central Philippine,Austronesian,Papunesia,PH,,,,,,,,,,,,,,1 No fixed stress,3 Right-edge: Ultimate or penultimate,4 Long vowel or coda consonant,2 Iambic,,,,,,,,,,,,,,,,,,,,"4 No definite, but indefinite article",1 Indefinite word distinct from 'one',,,,,,,,,,,,,,,"6 First, two-th, three-th",,,,,,,,,,,,1 Grammatical marking,4 No past tense,2 No inflectional future,4 No perfect,1 Tense-aspect prefixes,1 Second singular and second plural,2 Normal imperative + special negative,3 Both types of system,2 Inflectional optative absent,,,,,,,,3 VSO,2 VS,2 VO,,2 Prepositions,2 Noun-Genitive,,,,1 Noun-Relative clause,,,,,4 VO and Prepositions,4 VO and NRel,,,,,,,,,,,,,,,2 Morphological but no compound,,,,,,3 Topic,1 Verbal encoding,1 Different,1 Impossible,1 Locational,,,,,,,,2 Different,2 Different,,,,,,,,1 Words derived from Sinitic cha,,,,,,,,1 Noun-Relative clause (NRel) dominant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True
428,cec,cob,chic1271,Chicomuceltec,15.5,-92.25,Mayan,Mayan,North America,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Different,2 Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
429,cem,cam,cemu1238,Cèmuhî,-20.8333333333,165.166666667,Oceanic,Austronesian,Papunesia,NC,,,,,,,,,,,,,,,,,,,,,,,,,,1 Little affixation,,,,,,,7 Plural word,,,,1 Definite word distinct from demonstrative,1 Indefinite word distinct from 'one',,,,,,,,,,,,,9 No case affixes or adpositional clitics,2 Differentiation,"4 One-th, two-th, three-th",,,,2 Possessive suffixes,,,,4 Marked by suffix,,,,,,,,5 No tense-aspect inflection,,,,,,,,,,,,4 VOS,2 VS,2 VO,1 VOX,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,,1 Initial,,1 Initial subordinator word,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,,4 Subject pronouns in different position,,,,,,,,,,,,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,,,,4 No clause-final neg,12 NegVOS,,,"1 Separate word, no double negation	Word&NoDoubleNeg",,,,,,,,3 Immed preverbal,,,,,,1 NegV,,,1 NegV,6 None,,,,,,4 NegVOS,4 None,,,,,,,,,,,,,False,False,False
430,cga,old,moch1256,Chaga,-3.0,37.0,Bantoid,Niger-Congo,Africa,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 SVO,1 SV,2 VO,,,,2 Noun-Adjective,,,,,2 Final,,,,,4 VO and NAdj,,,,,,,,,,,,,,,1 Negative affix,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,,,7 No SVNegO,,,,20 MorphNeg,,,,2 Prefix&NoDoubleNeg,,,,,,4 No SVONeg,,,,,5 S[Neg-V]O,,2 [Neg-V],,,3 [Neg-V],,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,,False,False,False
431,cha,cha,cham1312,Chamorro,13.45,144.75,Chamorro,Austronesian,Papunesia,GU,3 Average,2 Average (5-6),3 Average,2 In plosives alone,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",1 Initial velar nasal,2 Contrast absent,1 None,2 Moderately complex,1 No tones,1 No fixed stress,4 Right-oriented: One of the last three,3 Coda consonant,4 Undetermined,1 All present,1 None,7 Isolating/concatenative,5 No case,4 6-7 categories per word,2 Dependent marking,1 Head marking,5 Inconsistent or other,1 Little affixation,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,1 None,1 No gender,1 No gender,7 Plural word,"2 Only human nouns, optional",4 Person-number stem,1 Associative same as additive plural,1 Definite word distinct from demonstrative,,5 Inclusive/exclusive,1 No person marking,3 Three-way contrast,1 Identical,1 Unrelated,6 No gender distinctions,1 No politeness distinction,,1 Identical,3 Pronouns only,1 No morphological case-marking,1 No case-marking,,,"6 First, two-th, three-th",7 Marked by mixed or other strategies,1 Absent,,2 Possessive suffixes,2 Absent,1 No possessive classification,6 Highly differentiated,2 Without marking,5 Other,2 'And' identical to 'with',1 Identity,1 Grammatical marking,4 No past tense,2 No inflectional future,4 No perfect,,,2 Normal imperative + special negative,4 Neither type of system,2 Inflectional optative absent,1 Affixes on verbs,3 Other,2 Overlap for either possibility or necessity,2 Indirect only,4 Separate particle,1 Tense,1 None,3 VSO,2 VS,2 VO,,2 Prepositions,2 Noun-Genitive,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,1 Noun-Relative clause,1 Degree word-Adjective,1 Initial,3 Mixed,1 Initial subordinator word,4 VO and Prepositions,4 VO and NRel,3 VO and AdjN,1 Neutral,4 Ergative - absolutive,3 Ergative,,2 Only the A argument,2 No zero realization,1 A and P do not or do not both occur on the verb,3 Secondary-object construction,2 Distinct from reflexive,1 Present,2 Oblique patient,1 Benefactive object; both bases,2 Purposive but no sequential,2 Morphological but no compound,2 Negative particle,1 Symmetric,7 Non-assignable,2 No predicate negation,1 Question particle,,1 Verbal encoding,1 Different,1 Impossible,,4 Gap,4 Gap,1 Subject is left implicit,,1 Balanced,1 Balanced,,1 Identical,2 Different,1 Decimal,,,,,1 No M-T pronouns,1 No N-M pronouns,1 Words derived from Sinitic cha,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,,,,4 No clause-final neg,9 NegVSO,,,"1 Separate word, no double negation	Word&NoDoubleNeg",,,,,,,,3 Immed preverbal,,,,,,1 NegV,,,1 NegV,6 None,,,,,,1 NegVSO,4 None,,,2 m in second person singular,1 No m in first person singular,4 No other roles (= Only benefactive),,2 Non-zero marking,2 TAM+agreement,2 partially productive,,3 Two to four,5 None (= no suppletive imperatives reported in the reference material),False,False,False
432,chb,can,cham1313,Chambri,-4.16666666667,143.083333333,Lower Sepik,Lower Sepik-Ramu,Papunesia,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Plural suffix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,,,,2 Noun-Adjective,,,,,,,,,,2 OV and NAdj,,,,,,,,,,,,,,,6 Double negation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,,,,16 SOV & Neg[Neg-V],11 NoSOVNeg,,18 ObligDoubleNeg,,,,,6 Prefix&OnlyWithAnotherNeg,8 Neg[Neg-V],,,,,,,,,,,3 NegV&[Neg-V],,,14 ObligDoubleNeg,,,,16 ObligDoubleNeg,,,,4 None,,,,,,,,,,,,,False,False,False
433,chc,che,chec1245,Chechen,43.25,45.8333333333,Nakh,Nakh-Daghestanian,Eurasia,RU,,,,,,,,,3 No velar nasal,,,,,,,,,,,,,,,,,2 Strongly suffixing,,,,,,,2 Plural suffix,,,2 Unique affixal associative plural,5 No definite or indefinite article,5 No definite or indefinite article,,,,,,,,,,,,,1 Case suffixes,,,,1 Absent,,4 No possessive affixes,,,,,,,1 Identity,,,,,2 Tense-aspect suffixes,4 Second person number-neutral,2 Normal imperative + special negative,,1 Inflectional optative present,,,,3 Direct and indirect,3 Part of the tense system,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,2 Relative clause-Noun,,6 No question particle,2 Not initial interrogative phrase,,1 OV and Postpositions,1 OV and RelN,1 OV and AdjN,,,,1 Obligatory pronouns in subject position,,,,,1 No reciprocals,,2 Oblique patient,,,,2 Negative particle,,,,2 Interrogative verb morphology,2 Genitive,2 Nonverbal encoding,2 Identical,1 Impossible,,,,,,,,,,,,,,,,,,1 Words derived from Sinitic cha,,,,1 Logical meanings,4 None,1 Relative clause-Noun (RelN) dominant,,,4 No NegSOV,,,11 NoSOVNeg,,7 SONegV,,,,,1 Word&NoDoubleNeg,,,,,,3 Immed preverbal,,,,,,1 NegV,,,1 NegV,,,4 No SNegOV,3 SONegV,,,,4 None,,,,,,,,,1 productive,,,,False,False,False
434,chd,cdn,chau1259,Chaudangsi,30.0,80.25,Bodic,Sino-Tibetan,Eurasia,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 SOV,1 SV,1 OV,,,,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,,1 Degree word-Adjective,,,,,,1 OV and AdjN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,,,,,11 NoSOVNeg,,21 Other,,,,,,,,,,,,,,,,,1 NegV,,,1 NegV,,,,14 Other NegV,,,,4 None,,,,,,,,,,,,,False,False,False
435,che,chr,cher1273,Cherokee,35.5,-83.5,Southern Iroquoian,Iroquoian,North America,US,1 Small,2 Average (5-6),1 Low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,2 Simple tone system,,,,,1 All present,1 None,,,,,,,5 Weakly prefixing,,,,,,,1 Plural prefix,,,,5 No definite or indefinite article,5 No definite or indefinite article,,,,,,,,,,,,,,,,,,,1 Possessive prefixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,2 Indirect only,2 Verbal affix or clitic,,,7 No dominant order,3 No dominant order,1 OV,6 No dominant order,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,2 Relative clause-Noun,1 Degree word-Adjective,3 Second position,1 Initial interrogative phrase,,1 OV and Postpositions,1 OV and RelN,1 OV and AdjN,,,,2 Subject affixes on verb,,,,3 Secondary-object construction,,,,,,,,,,,1 Question particle,,3 Mixed,1 Different,1 Impossible,,,,,,,,,2 Different,2 Different,,,,,,,,3 Others,,,4 Syllabic,,4 None,1 Relative clause-Noun (RelN) dominant,,,,,,,,,,,,,,,,,,,,,,,,,1 NegV,,,1 NegV,,,,,,,,4 None,,,,,,,,,,,,,False,False,False
436,chg,nbc,chan1313,Chang,26.3333333333,94.75,Northern Naga,Sino-Tibetan,Eurasia,IN MM,,,,,,,,,,,,,,,,,,,,,,,,,,4 Equal prefixing and suffixing,,,,,,,2 Plural suffix,,,,5 No definite or indefinite article,5 No definite or indefinite article,,,,,,,,,,,,,6 Postpositional clitics,,,,,,1 Possessive prefixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,3 No dominant order,1 Demonstrative-Noun,2 Noun-Numeral,7 Mixed,,2 Final,2 Not initial interrogative phrase,,1 OV and Postpositions,5 Other,5 Other,,,,5 Optional pronouns in subject position,,,,,,,,,,,1 Negative affix,,,,3 Mixture of previous two types,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,3 RelN or internally-headed,,,4 No NegSOV,,,11 NoSOVNeg,,20 MorphNeg,,,,,2 Prefix&NoDoubleNeg,,,,,,,,2 Internally-headed or RelN,,,,2 [Neg-V],,,3 [Neg-V],,,4 No SNegOV,5 SO[Neg-V],,,,4 None,,,,,,,,,,,,,False,False,False
437,chh,sgw,seba1251,Chaha,8.112935,37.93267,Semitic,Afro-Asiatic,Africa,ET,,,,,,,,,3 No velar nasal,,,,,,,,,,,,,,,,,4 Equal prefixing and suffixing,1 Productive full and partial reduplication,,,,,,9 No plural,,,,2 Demonstrative word used as definite article,2 Indefinite word same as 'one',,,,,,,,,,,,,,,,,,,2 Possessive suffixes,,,,,,,,,,,,4 Mixed type,,,,,,,,,,,,1 SOV,1 SV,1 OV,3 XOV,4 No dominant order,1 Genitive-Noun,1 Adjective-Noun,2 Noun-Demonstrative,1 Numeral-Noun,2 Relative clause-Noun,,2 Final,,,5 Other,1 OV and RelN,1 OV and AdjN,,,,2 Subject affixes on verb,,,,,,,3 No antipassive,2 Benefactive object; only transitive,,,1 Negative affix,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,1 Relative clause-Noun (RelN) dominant,,,4 No NegSOV,,,11 NoSOVNeg,,20 MorphNeg,,,,,2 Prefix&NoDoubleNeg,,,,,,,,,,,,2 [Neg-V],,,3 [Neg-V],,,4 No SNegOV,5 SO[Neg-V],,,,4 None,,,,,4 No other roles (= Only benefactive),,,,4 no antipassive,,,,False,False,False
